x_rel_mm,y_rel_mm,value
44,-14,1.199224
42,-14,1.13186
40,-14,1.14033
38,-14,1.138995
36,-14,1.136975
34,-14,1.143923
32,-14,1.173238
30,-14,1.161615
28,-14,1.958735
26,-14,1.966811
24,-14,1.968354
22,-14,1.970686
20,-14,1.969522
18,-14,1.981323
16,-14,1.977989
14,-14,1.980044
12,-14,1.978383
10,-14,1.975944
8,-14,1.973325
6,-14,1.971726
4,-14,1.955834
2,-14,1.95684
0,-14,1.95776
-2,-14,1.957124
-4,-14,1.961018
-6,-14,1.957302
-8,-14,1.959574
-10,-14,1.963036
-12,-14,1.974437
-14,-14,1.970846
-16,-14,1.974466
-18,-14,1.97367
-20,-14,1.974361
-22,-14,1.965986
-24,-14,1.965145
-26,-14,1.953096
-28,-14,1.953365
-30,-14,1.968309
-32,-14,1.954061
-34,-14,1.955481
-36,-14,1.956382
-38,-14,1.952673
-40,-14,1.967123
-42,-14,1.153158
-44,-14,1.965921
-46,-14,1.966057
-48,-14,1.973835
-50,-14,1.970187
-52,-14,1.950152
-54,-14,1.959493
-56,-14,1.961883
-58,-14,1.95923
-60,-14,1.96086
-62,-14,1.956027
-64,-14,1.962705
-66,-14,1.967933
-68,-14,1.965553
-70,-14,1.966238
-72,-14,1.962855
-74,-14,1.97926
-76,-14,1.956917
-78,-14,1.961227
-80,-14,1.949423
-82,-14,1.964806
-84,-14,1.945718
-86,-14,1.947287
-88,-14,1.952735
-90,-14,1.962794
-92,-14,1.961606
-94,-14,1.969866
-96,-14,1.968663
-98,-14,1.965158
-100,-14,1.970446
-102,-14,1.964412
-104,-14,1.964058
-106,-14,1.96326
-108,-14,1.955808
-110,-14,1.954114
-112,-14,1.953896
-114,-14,1.949415
-116,-14,1.953056
-118,-14,1.954786
-120,-14,1.961481
-122,-14,1.948601
-124,-14,1.946498
-126,-14,1.148752
-128,-14,1.166212
-130,-14,1.143676
-132,-14,1.150702
-134,-14,1.175882
-136,-14,1.154081
-138,-14,1.159948
-140,-14,1.149786
-140,-16,1.124135
-138,-16,1.139065
-136,-16,1.127464
-134,-16,1.129721
-132,-16,1.122684
-130,-16,1.117443
-128,-16,1.140518
-126,-16,1.173264
-124,-16,1.966705
-122,-16,1.956438
-120,-16,1.959618
-118,-16,1.929755
-116,-16,1.959699
-114,-16,1.968254
-112,-16,1.967845
-110,-16,1.971745
-108,-16,1.974669
-106,-16,1.970468
-104,-16,1.960243
-102,-16,1.977488
-100,-16,1.969881
-98,-16,1.974954
-96,-16,1.969563
-94,-16,1.971252
-92,-16,1.974556
-90,-16,1.971338
-88,-16,1.963704
-86,-16,1.969462
-84,-16,1.970949
-82,-16,1.955146
-80,-16,1.959309
-78,-16,1.964486
-76,-16,1.970738
-74,-16,1.981431
-72,-16,1.978789
-70,-16,1.974493
-68,-16,1.961932
-66,-16,1.966411
-64,-16,1.962868
-62,-16,1.966628
-60,-16,1.96409
-58,-16,1.974541
-56,-16,1.9748
-54,-16,1.972654
-52,-16,1.335836
-50,-16,1.966537
-48,-16,1.967327
-46,-16,1.964933
-44,-16,1.955522
-42,-16,1.144073
-40,-16,1.957252
-38,-16,1.955638
-36,-16,1.964459
-34,-16,1.971057
-32,-16,1.964759
-30,-16,1.964941
-28,-16,1.953117
-26,-16,1.964337
-24,-16,1.968299
-22,-16,1.972506
-20,-16,1.977859
-18,-16,1.986388
-16,-16,1.9806
-14,-16,1.977807
-12,-16,1.981913
-10,-16,1.967123
-8,-16,1.965977
-6,-16,1.966635
-4,-16,1.96823
-2,-16,1.969764
0,-16,1.968869
2,-16,1.966055
4,-16,1.960843
6,-16,1.970816
8,-16,1.979504
10,-16,1.987838
12,-16,1.993034
14,-16,1.986107
16,-16,1.986969
18,-16,1.980031
20,-16,1.984828
22,-16,1.981387
24,-16,1.981643
26,-16,1.976717
28,-16,1.969647
30,-16,1.967015
32,-16,1.965821
34,-16,1.966486
36,-16,1.94319
38,-16,1.957285
40,-16,1.964143
42,-16,1.13805
44,-16,1.967787
46,-16,1.96952
48,-16,1.970437
50,-16,1.971282
52,-16,1.968045
54,-16,1.966578
56,-16,1.973058
58,-16,1.978546
60,-16,1.979909
62,-16,1.973334
64,-16,1.963066
66,-16,1.97381
68,-16,1.990925
70,-16,1.990639
72,-16,1.989175
74,-16,1.973602
76,-16,1.963977
78,-16,1.969153
80,-16,1.967439
82,-16,1.96725
84,-16,1.978342
86,-16,1.979373
88,-16,1.976937
90,-16,1.972207
92,-16,1.961594
94,-16,1.956731
96,-16,1.962269
98,-16,1.970668
100,-16,1.971407
102,-16,1.978087
104,-16,1.983923
106,-16,1.979256
108,-16,1.976808
110,-16,1.980036
112,-16,1.979712
114,-16,1.976217
116,-16,1.981807
118,-16,1.96294
120,-16,1.969367
122,-16,1.963728
124,-16,1.963006
126,-16,1.964369
128,-16,1.158692
130,-16,1.181722
132,-16,1.180296
134,-16,1.169772
136,-16,1.158921
138,-16,1.170794
140,-16,1.191131
140,-18,1.159732
138,-18,1.165329
136,-18,1.161672
134,-18,1.149746
132,-18,1.153467
130,-18,1.143097
128,-18,1.148279
126,-18,1.96952
124,-18,1.970133
122,-18,1.964308
120,-18,1.963414
118,-18,1.974158
116,-18,1.970132
114,-18,1.979501
112,-18,1.983759
110,-18,1.985007
108,-18,1.988433
106,-18,1.990533
104,-18,1.992505
102,-18,1.990057
100,-18,1.990264
98,-18,1.984944
96,-18,1.983156
94,-18,1.976493
92,-18,1.971961
90,-18,1.973863
88,-18,1.981019
86,-18,1.967176
84,-18,1.958206
82,-18,1.977868
80,-18,1.981523
78,-18,1.976525
76,-18,1.973488
74,-18,1.980719
72,-18,2.003214
70,-18,1.990385
68,-18,1.97497
66,-18,1.972792
64,-18,1.967264
62,-18,1.977173
60,-18,1.972887
58,-18,1.97485
56,-18,1.973778
54,-18,1.968932
52,-18,1.969001
50,-18,1.96778
48,-18,1.962693
46,-18,1.966809
44,-18,1.965944
42,-18,1.18331
40,-18,1.9715
38,-18,1.96071
36,-18,1.970491
34,-18,1.959077
32,-18,1.961611
30,-18,1.966161
28,-18,1.980942
26,-18,1.97895
24,-18,1.986225
22,-18,1.986221
20,-18,1.988305
18,-18,1.988678
16,-18,1.990552
14,-18,1.993437
12,-18,1.986397
10,-18,1.978041
8,-18,1.978774
6,-18,1.974771
4,-18,1.971005
2,-18,1.967153
0,-18,1.969117
-2,-18,1.97014
-4,-18,1.975105
-6,-18,1.967085
-8,-18,1.972837
-10,-18,1.973405
-12,-18,1.982367
-14,-18,1.985302
-16,-18,1.980877
-18,-18,1.981484
-20,-18,1.979632
-22,-18,1.975594
-24,-18,1.968537
-26,-18,1.96616
-28,-18,1.961106
-30,-18,1.978719
-32,-18,1.956853
-34,-18,1.965414
-36,-18,1.960914
-38,-18,1.960528
-40,-18,1.966432
-42,-18,1.152726
-44,-18,1.957577
-46,-18,1.956072
-48,-18,1.964197
-50,-18,1.961059
-52,-18,1.147459
-54,-18,1.960704
-56,-18,1.961931
-58,-18,1.958921
-60,-18,1.958708
-62,-18,1.960539
-64,-18,1.96384
-66,-18,1.96348
-68,-18,1.969649
-70,-18,1.969514
-72,-18,1.974943
-74,-18,1.975282
-76,-18,1.991754
-78,-18,1.964982
-80,-18,1.972326
-82,-18,1.957441
-84,-18,1.974978
-86,-18,1.976715
-88,-18,1.981728
-90,-18,1.976705
-92,-18,1.978987
-94,-18,1.966656
-96,-18,1.970997
-98,-18,1.975702
-100,-18,1.974116
-102,-18,1.977391
-104,-18,1.963917
-106,-18,1.966825
-108,-18,1.967732
-110,-18,1.973158
-112,-18,1.968954
-114,-18,1.972759
-116,-18,1.962825
-118,-18,1.954835
-120,-18,1.947256
-122,-18,1.974246
-124,-18,1.939752
-126,-18,1.134796
-128,-18,1.187594
-130,-18,1.143388
-132,-18,1.117202
-134,-18,1.14853
-136,-18,1.150587
-138,-18,1.139137
-140,-18,1.140047
-140,-20,1.131184
-138,-20,1.144182
-136,-20,1.145464
-134,-20,1.134185
-132,-20,1.137819
-130,-20,1.136059
-128,-20,1.137717
-126,-20,1.142797
-124,-20,1.954039
-122,-20,1.961716
-120,-20,1.949036
-118,-20,1.962573
-116,-20,1.965178
-114,-20,1.962042
-112,-20,1.963755
-110,-20,1.972576
-108,-20,1.968509
-106,-20,1.973115
-104,-20,1.978811
-102,-20,1.977068
-100,-20,1.975782
-98,-20,1.985088
-96,-20,1.979197
-94,-20,1.972382
-92,-20,1.981526
-90,-20,1.976942
-88,-20,1.977933
-86,-20,1.964728
-84,-20,1.964853
-82,-20,1.9691
-80,-20,1.973391
-78,-20,1.977352
-76,-20,1.956972
-74,-20,1.965779
-72,-20,1.989267
-70,-20,1.992307
-68,-20,1.989945
-66,-20,1.989269
-64,-20,1.987855
-62,-20,1.987623
-60,-20,1.966358
-58,-20,1.968557
-56,-20,1.959037
-54,-20,1.965479
-52,-20,1.132115
-50,-20,1.965089
-48,-20,1.9592
-46,-20,1.956779
-44,-20,1.958434
-42,-20,1.151191
-40,-20,1.967759
-38,-20,1.980599
-36,-20,1.964216
-34,-20,1.973465
-32,-20,1.964869
-30,-20,1.972473
-28,-20,1.962571
-26,-20,1.964425
-24,-20,1.969806
-22,-20,1.973507
-20,-20,1.979456
-18,-20,1.98116
-16,-20,1.977813
-14,-20,1.974547
-12,-20,1.982917
-10,-20,1.981839
-8,-20,1.97882
-6,-20,1.969394
-4,-20,1.972363
-2,-20,1.974193
0,-20,1.96944
2,-20,1.967872
4,-20,1.966216
6,-20,1.972635
8,-20,1.979218
10,-20,1.980451
12,-20,1.978097
14,-20,1.996387
16,-20,1.991968
18,-20,1.991844
20,-20,1.990311
22,-20,1.98853
24,-20,1.99074
26,-20,1.986597
28,-20,1.981412
30,-20,1.983619
32,-20,1.988131
34,-20,1.967138
36,-20,1.963102
38,-20,1.950964
40,-20,1.941774
42,-20,1.189575
44,-20,1.966697
46,-20,1.95987
48,-20,1.960663
50,-20,1.963989
52,-20,1.966348
54,-20,1.969245
56,-20,1.966526
58,-20,1.964606
60,-20,1.966888
62,-20,1.962228
64,-20,1.968496
66,-20,1.96889
68,-20,1.976378
70,-20,1.975998
72,-20,1.984522
74,-20,1.979767
76,-20,1.972263
78,-20,1.975702
80,-20,1.982185
82,-20,1.985671
84,-20,1.969423
86,-20,1.968116
88,-20,1.968464
90,-20,1.969485
92,-20,1.972657
94,-20,1.967983
96,-20,1.978133
98,-20,1.987
100,-20,1.985761
102,-20,1.9835
104,-20,1.981093
106,-20,1.985699
108,-20,1.98991
110,-20,1.986013
112,-20,1.986912
114,-20,1.978141
116,-20,1.983457
118,-20,1.969988
120,-20,1.975646
122,-20,1.9748
124,-20,1.976502
126,-20,1.97909
128,-20,1.158182
130,-20,1.178521
132,-20,1.184561
134,-20,1.202206
136,-20,1.177956
138,-20,1.18334
140,-20,1.184266
140,-22,1.167368
138,-22,1.168519
136,-22,1.172387
134,-22,1.151605
132,-22,1.153138
130,-22,1.161096
128,-22,1.131622
126,-22,1.962787
124,-22,1.960449
122,-22,1.968448
120,-22,1.970741
118,-22,1.977245
116,-22,1.982606
114,-22,1.968893
112,-22,1.982739
110,-22,1.98143
108,-22,1.981292
106,-22,1.982333
104,-22,1.980057
102,-22,1.984217
100,-22,1.978532
98,-22,1.9767
96,-22,1.977185
94,-22,1.974695
92,-22,1.979293
90,-22,1.980884
88,-22,1.976739
86,-22,1.975291
84,-22,1.974966
82,-22,1.973769
80,-22,1.973037
78,-22,1.979354
76,-22,1.973255
74,-22,1.983871
72,-22,1.983171
70,-22,1.981635
68,-22,1.97844
66,-22,1.978146
64,-22,1.976833
62,-22,1.976523
60,-22,1.974829
58,-22,1.97348
56,-22,1.977966
54,-22,1.978541
52,-22,1.975154
50,-22,1.959654
48,-22,1.960313
46,-22,1.965934
44,-22,1.965137
42,-22,1.154664
40,-22,1.968743
38,-22,1.974425
36,-22,1.980373
34,-22,1.982311
32,-22,1.966742
30,-22,1.966366
28,-22,1.980961
26,-22,1.980437
24,-22,1.986637
22,-22,1.984032
20,-22,1.986348
18,-22,1.986245
16,-22,1.987648
14,-22,1.984097
12,-22,1.999205
10,-22,1.981592
8,-22,1.976293
6,-22,1.973021
4,-22,1.974066
2,-22,1.972433
0,-22,1.975312
-2,-22,1.971631
-4,-22,1.972124
-6,-22,1.974145
-8,-22,1.982691
-10,-22,1.983447
-12,-22,1.977576
-14,-22,1.980595
-16,-22,1.978687
-18,-22,1.979664
-20,-22,1.978572
-22,-22,1.970824
-24,-22,1.971878
-26,-22,1.968086
-28,-22,1.970688
-30,-22,1.976505
-32,-22,1.969244
-34,-22,1.958039
-36,-22,1.967899
-38,-22,1.955681
-40,-22,1.963247
-42,-22,1.155088
-44,-22,1.959437
-46,-22,1.959311
-48,-22,1.961727
-50,-22,1.959694
-52,-22,1.141476
-54,-22,1.96495
-56,-22,1.963426
-58,-22,1.96487
-60,-22,1.967932
-62,-22,1.98266
-64,-22,1.98157
-66,-22,1.978291
-68,-22,1.982071
-70,-22,1.985217
-72,-22,1.973299
-74,-22,1.976736
-76,-22,1.979477
-78,-22,1.985475
-80,-22,1.990229
-82,-22,1.979575
-84,-22,1.978737
-86,-22,1.971741
-88,-22,1.972329
-90,-22,1.975691
-92,-22,1.971761
-94,-22,1.974314
-96,-22,1.978604
-98,-22,1.98182
-100,-22,1.984026
-102,-22,1.988801
-104,-22,1.982248
-106,-22,1.984634
-108,-22,1.983037
-110,-22,1.983972
-112,-22,1.979968
-114,-22,1.966345
-116,-22,1.982239
-118,-22,1.959658
-120,-22,1.964245
-122,-22,1.968725
-124,-22,1.958307
-126,-22,1.186507
-128,-22,1.137556
-130,-22,1.142892
-132,-22,1.145063
-134,-22,1.144857
-136,-22,1.143568
-138,-22,1.131672
-140,-22,1.130645
-138,-24,1.14136
-136,-24,1.15069
-134,-24,1.143869
-132,-24,1.143752
-130,-24,1.143807
-128,-24,1.136198
-126,-24,1.182666
-124,-24,1.96743
-122,-24,1.977376
-120,-24,1.970874
-118,-24,1.965639
-116,-24,1.965581
-114,-24,1.972226
-112,-24,1.98213
-110,-24,1.982904
-108,-24,1.973207
-106,-24,1.977361
-104,-24,1.982504
-102,-24,1.98311
-100,-24,1.988836
-98,-24,1.992517
-96,-24,1.995257
-94,-24,1.995706
-92,-24,1.994984
-90,-24,1.975408
-88,-24,1.977254
-86,-24,1.970668
-84,-24,1.976373
-82,-24,1.978843
-80,-24,1.983806
-78,-24,1.971209
-76,-24,1.959636
-74,-24,1.971507
-72,-24,1.981023
-70,-24,1.977508
-68,-24,1.985504
-66,-24,1.984666
-64,-24,1.987282
-62,-24,1.983584
-60,-24,1.987885
-58,-24,1.978193
-56,-24,1.973262
-54,-24,1.970452
-52,-24,1.140653
-50,-24,1.959689
-48,-24,1.961415
-46,-24,1.964007
-44,-24,1.962379
-42,-24,1.154453
-40,-24,1.961493
-38,-24,1.969134
-36,-24,1.969589
-34,-24,1.965039
-32,-24,1.970941
-30,-24,1.965363
-28,-24,1.972357
-26,-24,1.967397
-24,-24,1.967136
-22,-24,1.970091
-20,-24,1.97234
-18,-24,1.978495
-16,-24,1.981834
-14,-24,1.985602
-12,-24,1.983546
-10,-24,1.980981
-8,-24,1.981546
-6,-24,1.980594
-4,-24,1.986638
-2,-24,1.98683
0,-24,1.982019
2,-24,1.986739
4,-24,1.983011
6,-24,1.977511
8,-24,1.977325
10,-24,1.981594
12,-24,1.988235
14,-24,1.980889
16,-24,1.983094
18,-24,1.982908
20,-24,1.98622
22,-24,1.980022
24,-24,1.979241
26,-24,1.980114
28,-24,1.976565
30,-24,1.967658
32,-24,1.979541
34,-24,1.96209
36,-24,1.961165
38,-24,1.947904
40,-24,1.963423
42,-24,1.152905
44,-24,1.971361
46,-24,1.967228
48,-24,1.962804
50,-24,1.976782
52,-24,1.976788
54,-24,1.978419
56,-24,1.981004
58,-24,1.984262
60,-24,1.983091
62,-24,1.975602
64,-24,1.974313
66,-24,1.982157
68,-24,1.982928
70,-24,1.979769
72,-24,1.976347
74,-24,1.980167
76,-24,1.972359
78,-24,1.982665
80,-24,1.985603
82,-24,1.970344
84,-24,1.971574
86,-24,1.96962
88,-24,1.975769
90,-24,1.9782
92,-24,1.980195
94,-24,1.980482
96,-24,1.981532
98,-24,1.984082
100,-24,1.980313
102,-24,1.978408
104,-24,1.981452
106,-24,1.981582
108,-24,1.984182
110,-24,1.981696
112,-24,1.983798
114,-24,1.982468
116,-24,1.968696
118,-24,1.969587
120,-24,1.968784
122,-24,1.977244
124,-24,1.966814
126,-24,1.964631
128,-24,1.14651
130,-24,1.125316
132,-24,1.120517
134,-24,1.160972
136,-24,1.164099
138,-24,1.172903
138,-26,1.1532
136,-26,1.159624
134,-26,1.166978
132,-26,1.165524
130,-26,1.173485
128,-26,1.14422
126,-26,1.965052
124,-26,1.966776
122,-26,1.966385
120,-26,1.969174
118,-26,1.97056
116,-26,1.975876
114,-26,1.97946
112,-26,1.99243
110,-26,1.995858
108,-26,1.996036
106,-26,1.99487
104,-26,1.994081
102,-26,1.994802
100,-26,1.988464
98,-26,1.987583
96,-26,1.97822
94,-26,1.975475
92,-26,1.972727
90,-26,1.983009
88,-26,1.978804
86,-26,1.976522
84,-26,1.976521
82,-26,1.975533
80,-26,1.982852
78,-26,1.977476
76,-26,1.989041
74,-26,1.984174
72,-26,1.997207
70,-26,1.981282
68,-26,1.978471
66,-26,1.975933
64,-26,1.974074
62,-26,1.972537
60,-26,1.972007
58,-26,1.983553
56,-26,1.98556
54,-26,1.981677
52,-26,1.977339
50,-26,1.976798
48,-26,1.965944
46,-26,1.961638
44,-26,1.963625
42,-26,1.168658
40,-26,1.957716
38,-26,1.958837
36,-26,1.969283
34,-26,1.965205
32,-26,1.982207
30,-26,1.963892
28,-26,1.971611
26,-26,1.981481
24,-26,1.98131
22,-26,1.981385
20,-26,1.984648
18,-26,1.988657
16,-26,1.979326
14,-26,1.984166
12,-26,1.982445
10,-26,1.982868
8,-26,1.975506
6,-26,1.978494
4,-26,1.976668
2,-26,1.978267
0,-26,1.976162
-2,-26,1.981656
-4,-26,1.983714
-6,-26,1.986859
-8,-26,1.979639
-10,-26,1.982555
-12,-26,1.987841
-14,-26,1.981561
-16,-26,1.981564
-18,-26,1.976734
-20,-26,1.978265
-22,-26,1.976441
-24,-26,1.979321
-26,-26,1.973063
-28,-26,1.971056
-30,-26,1.98066
-32,-26,1.962245
-34,-26,1.9762
-36,-26,1.968805
-38,-26,1.970784
-40,-26,1.970994
-42,-26,1.157303
-44,-26,1.961417
-46,-26,1.971119
-48,-26,1.967268
-50,-26,1.965683
-52,-26,1.178692
-54,-26,1.971544
-56,-26,1.975595
-58,-26,1.984207
-60,-26,1.972766
-62,-26,1.979308
-64,-26,1.978316
-66,-26,1.984446
-68,-26,1.983425
-70,-26,1.992496
-72,-26,1.978242
-74,-26,1.99572
-76,-26,1.970963
-78,-26,1.998176
-80,-26,1.967421
-82,-26,1.976467
-84,-26,1.974025
-86,-26,1.979206
-88,-26,1.978421
-90,-26,1.972377
-92,-26,1.96506
-94,-26,1.979074
-96,-26,1.989854
-98,-26,1.993063
-100,-26,1.998885
-102,-26,1.978032
-104,-26,1.974505
-106,-26,1.979457
-108,-26,1.974965
-110,-26,1.971633
-112,-26,1.967161
-114,-26,1.976794
-116,-26,1.974154
-118,-26,1.957211
-120,-26,1.954888
-122,-26,1.964594
-124,-26,1.971343
-126,-26,1.174444
-128,-26,1.163264
-130,-26,1.167067
-132,-26,1.163657
-134,-26,1.14119
-136,-26,1.174143
-138,-26,1.121432
-138,-28,1.132359
-136,-28,1.128425
-134,-28,1.16738
-132,-28,1.163351
-130,-28,1.137801
-128,-28,1.170518
-126,-28,1.160082
-124,-28,1.971166
-122,-28,1.972817
-120,-28,1.964038
-118,-28,1.957468
-116,-28,1.992135
-114,-28,1.967546
-112,-28,1.979032
-110,-28,1.968914
-108,-28,1.966473
-106,-28,1.966289
-104,-28,1.966589
-102,-28,1.96758
-100,-28,1.986953
-98,-28,1.978714
-96,-28,1.962291
-94,-28,1.971055
-92,-28,1.960692
-90,-28,1.983205
-88,-28,1.977661
-86,-28,1.973621
-84,-28,1.973987
-82,-28,1.974342
-80,-28,1.97711
-78,-28,1.964616
-76,-28,1.983724
-74,-28,1.963491
-72,-28,1.978017
-70,-28,1.9681
-68,-28,1.975256
-66,-28,1.977681
-64,-28,1.973941
-62,-28,1.969784
-60,-28,1.968829
-58,-28,1.973265
-56,-28,1.98055
-54,-28,1.981606
-52,-28,1.107758
-50,-28,1.970742
-48,-28,1.968466
-46,-28,1.96092
-44,-28,1.960612
-42,-28,1.150252
-40,-28,1.961215
-38,-28,1.968631
-36,-28,1.968941
-34,-28,1.986892
-32,-28,1.972127
-30,-28,1.974928
-28,-28,1.975577
-26,-28,1.975403
-24,-28,1.979608
-22,-28,1.978009
-20,-28,1.981873
-18,-28,1.979394
-16,-28,1.97062
-14,-28,1.979236
-12,-28,1.988315
-10,-28,1.990839
-8,-28,1.986556
-6,-28,1.984752
-4,-28,1.98178
-2,-28,1.980536
0,-28,1.972907
2,-28,1.97223
4,-28,1.977278
6,-28,1.985464
8,-28,1.98855
10,-28,1.987872
12,-28,1.979846
14,-28,1.978866
16,-28,1.965181
18,-28,1.989983
20,-28,1.990869
22,-28,1.984556
24,-28,1.982269
26,-28,1.974569
28,-28,1.973554
30,-28,1.990151
32,-28,1.987156
34,-28,1.968489
36,-28,1.962543
38,-28,1.964131
40,-28,1.965998
42,-28,1.184704
44,-28,1.955363
46,-28,1.956481
48,-28,1.97504
50,-28,1.97583
52,-28,1.976947
54,-28,1.986491
56,-28,1.987761
58,-28,1.990106
60,-28,1.977358
62,-28,1.978093
64,-28,1.973842
66,-28,1.979874
68,-28,1.981168
70,-28,1.993391
72,-28,1.986691
74,-28,1.975244
76,-28,1.981504
78,-28,1.980646
80,-28,1.983677
82,-28,1.973053
84,-28,1.971584
86,-28,1.967093
88,-28,1.971946
90,-28,1.976037
92,-28,1.976
94,-28,1.97722
96,-28,1.98134
98,-28,1.984337
100,-28,1.983276
102,-28,1.980982
104,-28,1.983103
106,-28,1.987843
108,-28,1.987715
110,-28,1.992128
112,-28,1.991099
114,-28,1.9719
116,-28,1.974287
118,-28,1.976395
120,-28,1.972487
122,-28,1.962105
124,-28,1.966924
126,-28,1.966506
128,-28,1.162137
130,-28,1.18304
132,-28,1.160597
134,-28,1.166414
136,-28,1.172802
138,-28,1.178009
138,-30,1.181338
136,-30,1.176847
134,-30,1.171735
132,-30,1.161234
130,-30,1.155709
128,-30,1.158886
126,-30,1.967532
124,-30,1.967675
122,-30,1.970791
120,-30,1.964306
118,-30,1.978735
116,-30,1.988703
114,-30,1.985227
112,-30,1.978755
110,-30,1.988772
108,-30,1.987393
106,-30,1.986925
104,-30,1.98573
102,-30,1.985646
100,-30,1.98204
98,-30,1.979073
96,-30,1.978332
94,-30,1.972944
92,-30,1.973157
90,-30,1.968154
88,-30,1.97182
86,-30,1.972429
84,-30,1.974162
82,-30,1.974559
80,-30,1.978889
78,-30,1.978911
76,-30,1.99323
74,-30,1.985118
72,-30,1.974011
70,-30,1.982472
68,-30,1.975977
66,-30,1.977822
64,-30,1.980262
62,-30,1.979314
60,-30,1.980939
58,-30,1.977369
56,-30,1.978249
54,-30,1.974028
52,-30,1.970322
50,-30,1.975779
48,-30,1.971843
46,-30,1.961716
44,-30,1.966127
42,-30,1.164141
40,-30,1.974757
38,-30,1.968371
36,-30,1.959755
34,-30,1.957453
32,-30,1.973235
30,-30,1.970268
28,-30,1.977292
26,-30,1.981645
24,-30,1.989642
22,-30,1.990518
20,-30,1.98846
18,-30,1.979318
16,-30,1.988601
14,-30,1.984939
12,-30,1.982809
10,-30,1.981869
8,-30,1.988992
6,-30,1.979069
4,-30,1.976423
2,-30,1.972669
0,-30,1.970365
-2,-30,1.976168
-4,-30,1.977347
-6,-30,1.979281
-8,-30,1.978883
-10,-30,1.982914
-12,-30,1.98552
-14,-30,1.988985
-16,-30,1.994451
-18,-30,1.992853
-20,-30,1.994003
-22,-30,1.999592
-24,-30,1.975924
-26,-30,1.973049
-28,-30,1.976061
-30,-30,1.991437
-32,-30,1.955219
-34,-30,1.962692
-36,-30,1.963261
-38,-30,1.964345
-40,-30,1.962411
-42,-30,1.15213
-44,-30,1.953915
-46,-30,1.966425
-48,-30,1.973033
-50,-30,1.973546
-52,-30,1.14974
-54,-30,1.987225
-56,-30,1.98225
-58,-30,1.972635
-60,-30,1.975883
-62,-30,1.97795
-64,-30,1.979346
-66,-30,1.974638
-68,-30,1.972614
-70,-30,1.969133
-72,-30,1.974194
-74,-30,1.976828
-76,-30,1.969849
-78,-30,1.969588
-80,-30,1.963077
-82,-30,1.965666
-84,-30,1.972481
-86,-30,1.970303
-88,-30,1.977595
-90,-30,1.977645
-92,-30,1.969125
-94,-30,1.968189
-96,-30,1.975779
-98,-30,1.971008
-100,-30,1.960334
-102,-30,1.96376
-104,-30,1.971286
-106,-30,1.977047
-108,-30,1.970679
-110,-30,1.980755
-112,-30,1.984525
-114,-30,1.977637
-116,-30,1.979596
-118,-30,1.961897
-120,-30,1.955588
-122,-30,1.955316
-124,-30,1.955175
-126,-30,1.160219
-128,-30,1.136608
-130,-30,1.149144
-132,-30,1.162565
-134,-30,1.130876
-136,-30,1.152626
-138,-30,1.130594
-138,-32,1.154503
-136,-32,1.155841
-134,-32,1.146059
-132,-32,1.103199
-130,-32,1.122446
-128,-32,1.122224
-126,-32,1.138912
-124,-32,1.957406
-122,-32,1.958172
-120,-32,1.958757
-118,-32,1.952387
-116,-32,1.967117
-114,-32,1.971613
-112,-32,2.002762
-110,-32,1.987574
-108,-32,1.986558
-106,-32,1.987628
-104,-32,1.998197
-102,-32,2.001767
-100,-32,1.998141
-98,-32,1.973802
-96,-32,1.970892
-94,-32,1.977688
-92,-32,1.97431
-90,-32,1.972878
-88,-32,1.962667
-86,-32,1.960408
-84,-32,1.962792
-82,-32,1.968857
-80,-32,1.971539
-78,-32,1.971535
-76,-32,1.990657
-74,-32,1.972271
-72,-32,1.972154
-70,-32,1.980887
-68,-32,1.992031
-66,-32,1.983438
-64,-32,1.985237
-62,-32,1.979378
-60,-32,1.979179
-58,-32,1.981534
-56,-32,1.990515
-54,-32,1.981586
-52,-32,1.152286
-50,-32,1.970267
-48,-32,1.971821
-46,-32,1.9661
-44,-32,1.960569
-42,-32,1.151275
-40,-32,1.956828
-38,-32,1.955599
-36,-32,1.961571
-34,-32,1.956662
-32,-32,1.963618
-30,-32,1.960551
-28,-32,1.990225
-26,-32,1.98524
-24,-32,1.979284
-22,-32,1.997907
-20,-32,1.975796
-18,-32,1.976142
-16,-32,1.99622
-14,-32,2.000444
-12,-32,1.993553
-10,-32,1.976342
-8,-32,1.969322
-6,-32,1.976704
-4,-32,1.974711
-2,-32,1.970342
0,-32,1.966906
2,-32,1.972488
4,-32,1.971365
6,-32,1.966293
8,-32,1.988356
10,-32,1.978888
12,-32,1.989429
14,-32,1.98023
16,-32,1.984632
18,-32,1.983229
20,-32,1.981296
22,-32,1.980453
24,-32,1.995024
26,-32,1.985619
28,-32,1.976185
30,-32,1.99029
32,-32,1.973313
34,-32,1.970978
36,-32,1.968551
38,-32,1.965094
40,-32,1.969628
42,-32,1.165806
44,-32,1.975386
46,-32,1.959167
48,-32,1.96043
50,-32,1.967551
52,-32,1.966808
54,-32,1.967564
56,-32,1.968122
58,-32,1.982541
60,-32,1.982348
62,-32,1.982229
64,-32,1.983167
66,-32,1.978759
68,-32,1.979748
70,-32,1.98739
72,-32,1.981508
74,-32,1.983839
76,-32,1.983742
78,-32,1.975474
80,-32,1.974677
82,-32,1.97449
84,-32,1.974641
86,-32,1.972064
88,-32,1.975985
90,-32,1.977049
